Interessado;UF;Tipo de interessado;Tipo de operação;Finalidade;Tipo de credor;Credor;Moeda;Valor;Número do Processo/PVL;Código IBGE;Status;Data;Analisado por
Cachoeirinha       ;RS;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;424.000;00000.000000/0077-21;4303103;Devolvido;18/10/2011;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;2.692.300;00000.000000/0089-74;4303103;Devolvido;02/05/2013;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;49.751.442,4;00000.000000/0095-56;4303103;Devolvido;06/09/2013;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;49.751.442,4;00000.000000/0099-14;4303103;Devolvido;25/09/2013;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;2.692.300;17944.000379/2013-23;4303103;Deferido ;03/06/2013;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;3.000.000;17944.001079/2011-08;4303103;Deferido ;21/05/2012;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;49.751.442,4;17944.001323/2013-96;4303103;Deferido ;08/11/2013;STN
Cachoeirinha       ;RS;Município;Operação Contratual Externa;Infraestrutura                                ;Instituição Financeira Internac;Fundo Financeiro para o Desenvolvimento da B;Dóla;8.910.000;17944.001629/2007-02;4303103;Encaminha;28/08/2008;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;2.000.000;17944.001843/2011-37;4303103;Deferido ;21/05/2012;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;424.000;17944.001844/2011-81;4303103;Deferido ;21/05/2012;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;3.457.053;19406.000137/2003-81;4303103;Deferido ;21/11/2003;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;839.606,3;19406.000157/2003-51;4303103;Deferido ;21/11/2003;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;3.600.000;19406.000171/2002-74;4303103;Deferido ;11/09/2002;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;900.520;19406.000328/2004-23;4303103;Deferido ;02/07/2004;STN
Cachoeirinha       ;RS;Município;Operação Contratual Interna;PROMOB                                        ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;419.702,1;19406.000828/2006-27;4303103;Deferido ;16/02/2007;STN
Cachoeiro de Itapem;ES;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.040.315,7;00000.000000/0093-84;3201209;Devolvido;27/08/2013;STN
Cachoeiro de Itapem;ES;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.040.315,7;00000.000000/0101-90;3201209;Devolvido;23/10/2013;STN
Cachoeiro de Itapem;ES;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;3.000.000;17944.000186/2007-24;3201209;Deferido ;08/08/2007;STN
Cachoeiro de Itapem;ES;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;3.040.315,7;17944.000402/2014-61;3201209;Deferido ;05/05/2014;STN
Cachoeiro de Itapem;ES;Município;Operação Contratual Interna;PAC - PMI                                     ;Instituição Financeira Nacional;Banco Nacional de Desenvolvimento Econômico ;Real;20.000.000;17944.001560/2007-17;3201209;Deferido ;27/12/2007;STN
Cachoeiro de Itapem;ES;Município;Operação Contratual Interna;RELUZ                                         ;Empresa Não Estatal            ;Espírito Santo Centrais Elétricas S/A       ;Real;3.481.897,8;19405.000057/2006-88;3201209;Deferido ;08/08/2007;STN
Cachoeiro de Itapem;ES;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;85.000.000;17944.106464/2018-17;3201209;Em retifi;13/08/2018;STN
Cacimba de Areia   ;PB;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;253.500;17944.001201/2008-32;2503407;Arquivado;13/08/2008;STN
Cacimba de Dentro  ;PB;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;644.850;17944.000835/2008-78;2503506;Arquivado;03/10/2008;STN
Cacique Doble      ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;350.000;17944.000391/2012-57;4303202;Deferido ;10/04/2012;STN
Cacique Doble      ;RS;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;274.300;19406.000442/2009-68;4303202;Deferido ;16/11/2009;STN
Cacique Doble      ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;470.000;19406.000474/2006-11;4303202;Deferido ;28/07/2006;STN
Cacique Doble      ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;700.000;17944.000303/2016-41;4303202;Deferido ;18/05/2016;STN
Cacoal             ;RO;Município;Operação Contratual Interna;Pró-Transporte                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;35.000.000;00000.000000/0097-37;1100049;Devolvido;20/09/2013;STN
Cacoal             ;RO;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;35.000.000;00000.000000/0101-24;1100049;Devolvido;25/10/2013;STN
Cacoal             ;RO;Município;Operação Contratual Interna;RELUZ                                         ;Empresa Estatal                ;Centrais Elétricas de Rondônia S/A          ;Real;1.210.612,9;17944.000627/2006-15;1100049;Deferido ;13/06/2006;STN
Cacoal             ;RO;Município;Operação Contratual Interna;Saneamento básico                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;9.900.000;17944.000800/2006-77;1100049;Deferido ;30/05/2006;STN
Cacoal             ;RO;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.237.500;17944.000871/2006-70;1100049;Deferido ;26/06/2006;STN
Cacoal             ;RO;Município;Operação Contratual Interna;Caminho da Escola 3                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.000.000;17944.001236/2008-71;1100049;Indeferid;06/08/2008;STN
Cacoal             ;RO;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;9.545.088;17944.001309/2011-21;1100049;Deferido ;11/01/2012;STN
Cacoal             ;RO;Município;Operação Contratual Interna;Pró-Transporte                                ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;35.000.000;17944.001904/2013-28;1100049;Deferido ;30/07/2014;STN
Cacoal             ;RO;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;1.980.000;17944.002087/2006-04;1100049;Deferido ;10/07/2007;STN
Caconde            ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.250.000;17944.000302/2009-77;3508702;Arquivado;07/04/2009;STN
Caçu               ;GO;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;345.400;17944.000783/2008-30;5204300;Deferido ;30/05/2008;STN
Caculé             ;BA;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;550.000;17944.000562/2008-61;2905008;Deferido ;15/04/2008;STN
Caculé             ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;800.000;17944.001192/2010-02;2905008;Deferido ;18/08/2010;STN
Caculé             ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;500.000;17944.001476/2007-95;2905008;Deferido ;23/11/2007;STN
Caculé             ;BA;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;275.880;17944.001881/2006-22;2905008;Deferido ;13/04/2007;STN
Caculé             ;BA;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;364.400;19407.000051/2004-29;2905008;Arquivado;15/09/2004;STN
Caetanópolis       ;MG;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco de Desenvolvimento de Minas Gerais S/A;Real;871.660;17944.000436/2010-21;3109907;Deferido ;27/10/2010;STN
Caetanos           ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;1.000.000;PVL02.000146/2018-72;2905156;Deferido ;24/07/2018;Ins
Caeté              ;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.200.000;00000.000000/0097-09;3110004;Devolvido;17/09/2013;STN
Caeté              ;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte                        ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.200.000;00000.000000/0113-49;3110004;Devolvido;05/05/2014;STN
Caeté              ;MG;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte                        ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;4.200.000;17944.000720/2014-21;3110004;Deferido ;23/10/2014;STN
Caetité            ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;1.800.000;17944.000919/2013-79;2905206;Deferido ;09/10/2013;STN
Caetité            ;BA;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;130.000;17944.001152/2010-52;2905206;Deferido ;14/10/2011;STN
Caetité            ;BA;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;6.519.063,8;17944.001729/2014-50;2905206;Deferido ;02/01/2015;STN
Caetité            ;BA;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;825.000;17944.002061/2006-58;2905206;Deferido ;22/06/2007;STN
Cafarnaum          ;BA;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;500.000;17944.001296/2008-94;2905305;Deferido ;03/07/2008;STN
Cafeara            ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;650.000;17944.001766/2014-68;4103404;Deferido ;10/12/2014;STN
Cafeara            ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;230.000;17944.001767/2014-11;4103404;Deferido ;10/12/2014;STN
Cafeara            ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;370.000;19406.000138/2006-78;4103404;Deferido ;26/05/2006;STN
Cafeara            ;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Paranaense de Energia             ;Real;13.558;19406.000203/2006-65;4103404;Regulariz;26/05/2006;STN
Cafeara            ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;240.000;19406.000228/2003-16;4103404;Deferido ;19/12/2003;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;490.000;00000.000000/0092-68;4103453;Devolvido;05/08/2013;STN
Cafelândia         ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Companhia Paulista de Força e Luz           ;Real;1.514.113,4;17944.000024/2010-91;3508801;Regulariz;22/04/2010;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;PAC 2 - Pró-Transporte - Pavimentação e Qualif;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;1.500.000;17944.000123/2015-88;4103453;Deferido ;27/01/2015;STN
Cafelândia         ;SP;Município;Operação Contratual Interna;Provias 2010                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;700.000;17944.000520/2010-45;3508801;Deferido ;27/05/2010;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;490.000;17944.000893/2013-69;4103453;Deferido ;03/10/2013;STN
Cafelândia         ;SP;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;500.000;17944.001399/2009-35;3508801;Deferido ;22/04/2010;STN
Cafelândia         ;SP;Município;Operação Contratual Interna;Caminho da Escola 2010                        ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;500.000;17944.001593/2011-35;3508801;Deferido ;30/11/2011;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;480.000;17944.001837/2014-22;4103453;Deferido ;06/01/2015;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;700.000;17944.001839/2014-11;4103453;Deferido ;06/01/2015;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;411.450;19406.000055/2010-65;4103453;Arquivado;06/12/2010;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.558.210;19406.000060/2006-91;4103453;Deferido ;01/03/2006;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Provias 2009                                  ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;855.000;19406.000109/2010-92;4103453;Deferido ;21/05/2010;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;400.831,5;19406.000274/2010-44;4103453;Deferido ;08/07/2010;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;820.000;19406.000275/2010-99;4103453;Deferido ;08/07/2010;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;350.000;19406.000396/2004-92;4103453;Arquivado;23/08/2004;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.090.000;19406.000563/2007-48;4103453;Deferido ;09/01/2008;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;369.030;19406.000564/2007-92;4103453;Deferido ;09/01/2008;STN
Cafelândia         ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.270.446,1;17944.001078/2015-89;3508801;Deferido ;29/12/2015;STN
Cafelândia         ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;2.572.051,7;17944.001079/2015-23;3508801;Deferido ;29/12/2015;STN
Cafelândia         ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;290.000;PVL02.000522/2017-48;4103453;Deferido ;30/05/2017;Ins
Cafelândia         ;PR;Município;Operação Contratual Interna;Multissetorial                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;710.000;PVL02.000525/2017-81;4103453;Deferido ;30/05/2017;Ins
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;170.000;17944.000072/2012-41;4103479;Deferido ;16/04/2012;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;1.400.000;17944.001842/2014-35;4103479;Deferido ;07/01/2015;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;550.000;17944.001883/2011-89;4103479;Deferido ;18/04/2012;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;400.000;19406.000005/2008-63;4103479;Deferido ;18/01/2008;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;213.000;19406.000199/2009-88;4103479;Deferido ;11/09/2009;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;380.000;19406.000355/2004-04;4103479;Deferido ;30/06/2004;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;227.900;19406.000376/2007-64;4103479;Deferido ;06/12/2007;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;300.000;19406.000498/2006-70;4103479;Deferido ;29/08/2006;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Paranaense de Energia             ;Real;57.383,2;19406.000499/2007-03;4103479;Regulariz;06/12/2007;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;530.000;19406.000505/2009-86;4103479;Deferido ;30/12/2009;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto       ;Empresa Estatal                ;Companhia de Saneamento do Paraná           ;Real;58.129;19406.000529/2006-92;4103479;Regulariz;29/08/2006;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;100.000;19406.000544/2006-31;4103479;Deferido ;29/08/2006;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;30.000;19406.000545/2006-85;4103479;Deferido ;29/08/2006;STN
Cafezal do Sul     ;PR;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Paraná S/A            ;Real;750.000;17944.100464/2017-14;4103479;Deferido ;20/10/2017;STN
Caiapônia          ;GO;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;321.000;00000.000000/0063-26;5204409;Devolvido;24/11/2010;STN
Caiapônia          ;GO;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;321.000;17944.000039/2011-31;5204409;Arquivado;18/06/2012;STN
Caiapônia          ;GO;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Estatal                ;Companhia Energética de Goiás               ;Real;207.677;17944.000848/2012-23;5204409;Regulariz;03/10/2012;STN
Caibaté            ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;698.000;17944.000864/2013-05;4303301;Deferido ;23/09/2013;STN
Caibaté            ;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;255.000;19406.000015/2005-56;4303301;Deferido ;26/07/2005;STN
Caibaté            ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Estado do Rio Grande do Sul        ;Real;750.000;19406.000665/2006-82;4303301;Deferido ;23/10/2006;STN
Caibaté            ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;250.000;19406.000747/2006-27;4303301;Deferido ;18/12/2006;STN
Caibaté            ;RS;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;1.234.460;PVL02.001025/2018-48;4303301;Em retifi;16/07/2018;Ins
Caibi              ;SC;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;980.000;17944.001053/2011-51;4203105;Deferido ;14/09/2011;STN
Caibi              ;SC;Município;Operação Contratual Interna;Aquisição de terrenos, imóveis e/ou construção;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;100.000;19406.000068/2002-24;4203105;Deferido ;20/06/2002;STN
Caibi              ;SC;Município;Operação Contratual Interna;Caminho da Escola 2009 A                      ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;324.350;19406.000364/2009-00;4203105;Deferido ;04/06/2010;STN
Caibi              ;SC;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Agência de Fomento do Estado de Santa Catari;Real;550.000;17944.001031/2015-15;4203105;Deferido ;20/11/2015;STN
Caiçara            ;RS;Município;Operação Contratual Interna;Caminho da Escola 2                           ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;380.250;17944.000532/2008-55;4303400;Deferido ;03/07/2008;STN
Caiçara            ;RS;Município;Operação Contratual Interna;Regularização de Dívida - Energia Elétrica    ;Empresa Não Estatal            ;Rio Grande Energia S/A                      ;Real;291.197,4;17944.001015/2007-12;4303400;Regulariz;09/07/2007;STN
Caiçara            ;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;600.000;19406.000021/2010-71;4303400;Deferido ;05/05/2010;STN
Caiçara            ;RS;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;264.000;19406.000162/2007-98;4303400;Deferido ;09/07/2007;STN
Caiçara            ;RS;Município;Operação Contratual Interna;Caminho da Escola                             ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;321.000;19406.000280/2010-00;4303400;Deferido ;29/09/2010;STN
Caiçara            ;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;BADESUL Desenvolvimento S.A. - Agência de Fo;Real;350.000;17944.000180/2016-48;4303400;Deferido ;09/03/2016;STN
Caiçara            ;RS;Município;Operação Contratual Interna;Aquisição de máquinas, equipamentos e veículos;Instituição Financeira Nacional;Banco do Brasil S/A                         ;Real;2.000.000;PVL02.001005/2018-77;4303400;Deferido ;29/05/2018;Ins
Cairu              ;BA;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;9.100.000;17944.000838/2012-98;2905404;Deferido ;19/06/2012;STN
Cairu              ;BA;Município;Operação Contratual Interna;PMAT                                          ;Instituição Financeira Nacional;Caixa Econômica Federal                     ;Real;7.907.310;17944.001234/2014-21;2905404;Deferido ;25/09/2014;STN
Cairu              ;BA;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado da Bahia S/A   ;Real;585.000;19407.000018/2003-18;2905404;Deferido ;23/05/2003;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;1.400.000;00000.000000/0058-61;3509205;Devolvido;06/07/2010;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.000.000;00000.000000/0059-47;3509205;Devolvido;27/07/2010;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.000.000;00000.000000/0061-26;3509205;Devolvido;21/09/2010;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;1.400.000;00000.000000/0061-27;3509205;Devolvido;21/09/2010;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Infraestrutura                                ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;1.400.000;00000.000000/0063-04;3509205;Devolvido;25/11/2010;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.000.000;00000.000000/0063-06;3509205;Devolvido;25/11/2010;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Provias                                       ;Instituição Financeira Nacional;Agência de Fomento do Estado de São Paulo   ;Real;3.000.000;00000.000000/0104-04;3509205;Devolvido;11/12/2013;STN
Cajamar            ;SP;Município;Operação Contratual Interna;Regularização de Dívida - Água e Esgoto       ;Empresa Estatal                ;Companhia de Saneamento Básico do Estado de ;Real;7.111.403;17944.000028/2013-12;3509205;Regulariz;23/08/2013;STN
